"Principal Investigator","CoInvestigator","Role",DeptID,"Department","Proposal","Award ID","Title","Created","Deadline","Type","Proposal Status","Award Status","Begin Date","End Date","Indirect Costs","Indirect Cost%","Matching Funds","Partner Contrib","Requested Amount","Sponsor","Pgm Name","Comp Name","Keyword"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016836","R2461A05","QUALITY OF SERVICE & DISTRIBUTED SYSTEM MANAGEMENT","2009-09-11","1999-04-01","NEW","Accepted","Closed","1999-04-01","2004-03-31","N","0.000","N","N","$41,000.00","NETWORK CENTRES OF EXCELLENCE","CANADIAN INSTITUTE FOR TELECOMMUNICATIONS RESEARCH","1999 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016837","R2461A06","QUALITY OF SERVICE & DISTRIBUTED SYSTEM MANAGEMENT","2009-09-11","1999-04-01","NEW","Accepted","Closed","1999-04-01","2004-03-31","N","0.000","N","N","$35,000.00","NETWORK CENTRES OF EXCELLENCE","CITR AFFILIATE FUNDING","1999 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016838","R2461A07","SYSTEM & NETWORK PERFORMANCE AND APPLICATION MANAGEMENT","2009-09-11","1998-04-01","NEW","Accepted","Closed","1998-04-01","2002-03-31","N","0.000","N","N","$18,750.00","IBM CANADA LTD","RESEARCH AGREEMENTS","1998 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016839","R2461A08","QUALITY OF SERVICE AND DISTRIBUTED SYSTEMS MANAGEMENT","2009-09-11","2000-08-01","NEW","Accepted","Closed","2000-03-01","2005-02-28","N","0.000","N","N","$90,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","COLLABORATIVE RESEARCH & DEVELOPMENT GRANT","2000 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016840","R2461A09","UPDATING AN EXPERIMENTAL LAB FOR MANAGEMENT FOR DISTRIBU","2009-09-11","2000-07-01","NEW","Accepted","Closed","2001-04-01","2003-03-31","N","0.000","N","N","$28,754.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2000 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016841","R2461A10","PRO-ACTIVE PERFORMANCE ANALYSIS (TRACY GRIFFITHS)","2009-09-11","2002-06-01","NEW","Accepted","Closed","2002-06-01","2003-09-30","N","0.000","N","N","$6,000.00","IBM CANADA LTD","GRANTS-IN-AID OF RESEARCH","2002 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016842","","GRADUATE FELLOWSHIP - SIMMONS, BRAD","2009-09-11","2002-09-20","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$19,860.00","FUNDS TRANSFER ACCOUNTS","SHARCNET GRADUATE FELLOWSHIP","2002 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016843","R2461A11","UPDATING AN EXPERIMENTAL LABORATORY TO SUPPORT CLUSTERS","2009-09-11","2003-11-01","NEW","Accepted","Closed","2004-04-01","2006-03-31","N","0.000","N","N","$47,796.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2003 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016844","R2461A12","FELLOWSHIP - SIMMONS, BRAD","2009-09-11","2003-01-01","NEW","Accepted","Closed","2004-01-01","2009-12-31","N","0.000","N","N","$84,000.00","IBM CENTRE FOR ADVANCED STUDIES","CAS STUDENT FELLOWSHIP","2003 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016845","R2461A13","AUTONOMIC COMPUTING IN GRID SYSTEMS","2009-09-11","2005-12-01","NEW","Accepted","Closed","2005-12-01","2010-12-31","N","0.000","N","N","$235,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","COLLABORATIVE RESEARCH & DEVELOPMENT GRANT","2005 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016846","","EQUIPMENT FOR A LOCATING SENSING SYSTEM BASED ON RFID","2009-09-11","2005-10-25","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$14,345.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2005 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016847","","POLICIES IN DATA CENTER MANAGEMENT","2009-09-11","2006-01-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$1,000.00","IBM CANADA LTD","RESEARCH AGREEMENTS","2006 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016848","R2461A14","FACULTY SCHOLAR AWARD","2009-09-11","2006-07-07","NEW","Accepted","Closed","2006-05-01","2011-04-30","N","0.000","N","N","$7,000.00","UWO INTERNAL SCIENCE","FACULTY SCHOLAR AWARD","2006 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016849","R2461A15","BUILDING A CPU PROCESSOR BASED ON PROGRAMMING A FGPA THA","2009-09-11","2006-01-31","NEW","Accepted","Closed","2006-09-01","2007-08-31","N","0.000","N","N","$25,000.00","RW INTERNAL RESEARCH PROGRAMS","WESTERN INNOVATION FUND","2006 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016850","R2461A16","VISITING SCIENTIST AT IBM TORONTO - DATA CENTRE RESEARCH","2009-09-11","2006-12-20","NEW","Accepted","Closed","2006-07-01","2012-12-31","N","0.000","N","N","$12,000.00","IBM CANADA LTD","VISITING SCIENTIST","2006 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000018734","","STEACIE FELLOWSHIP - LUTFIYYA, HANAN","2009-09-11","2002-07-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$1.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","E W R STEACIE MEMORIAL FELLOWSHIPS","2002 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000025245","R2461A17","Automation Strategies for Cross-Layer Management in Tact","2010-03-05","2010-03-05","NEW","Accepted","Accepted","2010-03-01","2013-03-31","P","20.000","N","N","$25,714.28","INDUSTRY CANADA","COMMUNICATIONS RESEARCH CENTRE","2010 OPEN COMPETITION","Application And Systems Management"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000025338","R2461000","INDIRECT COST RECOVERY","2010-03-22","2010-03-22","ICA","Accepted","Accepted","2010-03-03","2014-04-30","N","0.000","N","N","$1.00","UWO RESEARCH OVERHEADS","ALLOCATIONS FROM RESEARCH OVERHEADS","OVERHEAD RECOVERY","INDIRECT COST RECOVERY"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000025817","R2461A18","Policy-Based Management in the Cloud","2010-06-15","2010-06-18","NEW","Accepted","Accepted","2010-11-01","2013-10-31","P","40.000","N","N","$14,000.00","FUJITSU LABORATORIES LTD","CONTRACT","2010 OPEN COMPETITION","Control Applications (Computer Sciences)"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000029954","R2461A19","Strategies for Automated Security in Tactical Radio Netw","2012-01-06","2011-12-31","NEW","Accepted","Accepted","2012-01-05","2014-03-31","P","40.000","N","N","$30,800.00","INDUSTRY CANADA","COMMUNICATIONS RESEARCH CENTRE","2011 OPEN COMPETITION","Information or Communication Systems"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000030387","R2461A20","Delivering Ultra-Large-Scale Services","2012-02-27","2010-10-29","NEW","Accepted","Accepted","2010-06-01","2016-09-30","P","40.000","Y","N","$173,954.00","ONTARIO RESEARCH FUND","RESEARCH EXCELLENCE","ROUND 5: 2010 WINTER  COMPETITION - FULL APPLICATION","Cloud computing"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000030387","R2461A20","Delivering Ultra-Large-Scale Services","2012-02-27","2010-10-29","NEW","Accepted","Accepted","2010-06-01","2016-09-30","P","40.000","Y","N","$173,954.00","ONTARIO RESEARCH FUND","RESEARCH EXCELLENCE","ROUND 5: 2010 WINTER  COMPETITION - FULL APPLICATION","Distributed Systems"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000030387","R2461A20","Delivering Ultra-Large-Scale Services","2012-02-27","2010-10-29","NEW","Accepted","Accepted","2010-06-01","2016-09-30","P","40.000","Y","N","$173,954.00","ONTARIO RESEARCH FUND","RESEARCH EXCELLENCE","ROUND 5: 2010 WINTER  COMPETITION - FULL APPLICATION","Mobile Computing"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000030387","R2461A20","Delivering Ultra-Large-Scale Services","2012-02-27","2010-10-29","NEW","Accepted","Accepted","2010-06-01","2016-09-30","P","40.000","Y","N","$173,954.00","ONTARIO RESEARCH FUND","RESEARCH EXCELLENCE","ROUND 5: 2010 WINTER  COMPETITION - FULL APPLICATION","Software Algorithms"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000032320","R2461A21","2012 Doctoral Supervision Internal Grant (DSIG - Lutfiyy","2013-01-02","2012-05-01","NEW","Accepted","Accepted","2012-05-01","2014-04-30","N","0.000","N","N","$2,000.00","UWO INTERNAL SCIENCE","DOCTORAL SUPERVISION INTERNAL GRANT","2012 DSIG","Graduate Supervision"
"Lutfiyya,Hanan","Perry,Mark","CPI",231100,"Computer Science","0000016843","R2461A11","UPDATING AN EXPERIMENTAL LABORATORY TO SUPPORT CLUSTERS","2009-09-11","2003-11-01","NEW","Accepted","Closed","2004-04-01","2006-03-31","N","0.000","N","N","$47,796.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2003 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Perry,Mark","CPI",231100,"Computer Science","0000016845","R2461A13","AUTONOMIC COMPUTING IN GRID SYSTEMS","2009-09-11","2005-12-01","NEW","Accepted","Closed","2005-12-01","2010-12-31","N","0.000","N","N","$235,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","COLLABORATIVE RESEARCH & DEVELOPMENT GRANT","2005 - CONVERSION","FR0P Conversion"
"Luyt,Leonard G","Luyt,Leonard G","PI",230600,"Chemistry","0000013370","R3850A08","METAL-ORGANIC COMPOUNDS AS SCAFFOLDS FOR THE EXPLORATION","2009-09-11","2007-11-01","NEW","Accepted","Accepted","2008-04-01","2013-03-31","N","0.000","N","N","$340,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2007 - CONVERSION","FR0P Conversion"
"Luyt,Leonard G","Luyt,Leonard G","PI",230600,"Chemistry","0000031850","R3850A08001","METAL-ORGANIC COMPOUNDS AS SCAFFOLDS FOR THE EXPLORATION","2012-10-17","2012-11-01","RNW","Accepted","Award Pending","2013-04-01","2018-03-31","N","0.000","N","N","$432,340.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2012 FALL COMPETITION - FULL APPLICATION","Molecular Imaging"
"Luyt,Leonard G","Luyt,Leonard G","PI",230600,"Chemistry","0000031850","R3850A08001","METAL-ORGANIC COMPOUNDS AS SCAFFOLDS FOR THE EXPLORATION","2012-10-17","2012-11-01","RNW","Accepted","Award Pending","2013-04-01","2018-03-31","N","0.000","N","N","$432,340.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2012 FALL COMPETITION - FULL APPLICATION","Organometallic Chemistry"
"Luyt,Leonard G","Luyt,Leonard G","PI",230600,"Chemistry","0000031850","R3850A08001","METAL-ORGANIC COMPOUNDS AS SCAFFOLDS FOR THE EXPLORATION","2012-10-17","2012-11-01","RNW","Accepted","Award Pending","2013-04-01","2018-03-31","N","0.000","N","N","$432,340.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2012 FALL COMPETITION - FULL APPLICATION","Peptide Probes"
"Luyt,Leonard G","Luyt,Leonard G","PI",230600,"Chemistry","0000033029","R3850A21","Doctoral Supervision Internal Grant (DSIG - Luyt)","2013-03-16","2013-05-01","NEW","Accepted","Accepted","2012-05-01","2014-04-30","N","0.000","N","N","$3,000.00","UWO INTERNAL SCIENCE","DOCTORAL SUPERVISION INTERNAL GRANT","2013 DSIG","Graduate Students"
"Ma,Bin","Ma,Bin","PI",231100,"Computer Science","0000017700","R3145A01","ALGORITHMS AND SOFTWARE TO PROCESS THE GENE-EXPRESSION A","2009-09-11","2000-11-01","NEW","Accepted","Closed","2001-03-01","2002-03-31","N","0.000","N","N","$166,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2000 - CONVERSION","FR0P Conversion"
"Ma,Bin","Ma,Bin","PI",231100,"Computer Science","0000017701","R3145A01001","STUDYING THE PATTERNS IN BIOLOGICAL DATA","2009-09-11","2001-11-01","RNW","Accepted","Closed","2002-04-01","2006-03-31","N","0.000","N","N","$150,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2001 - CONVERSION","FR0P Conversion"
"Ma,Bin","Ma,Bin","PI",231100,"Computer Science","0000017702","R3145A01002","BIOINFORMATICS ALGORITHMS AND APPLICATIONS","2009-09-11","2005-11-01","RNW","Accepted","Closed","2006-04-01","2009-03-31","N","0.000","N","N","$230,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2005 - CONVERSION","FR0P Conversion"
"Ma,Bin","Ma,Bin","PI",231100,"Computer Science","0000017703","R3145A02","START UP FUNDS","2009-09-11","2001-08-01","NEW","Accepted","Closed","2001-05-01","2003-03-31","N","0.000","N","N","$15,366.00","UWO INTERNAL SCIENCE","INTERNAL FUNDING","2001 - CONVERSION","FR0P Conversion"
"Ma,Bin","Ma,Bin","PI",231100,"Computer Science","0000017704","R3145A03","NEW ALGORITHIMS AND SOFTWARE FOR TRANSLATED DNA SIMILARI","2009-09-11","2002-10-11","NEW","Accepted","Closed","2003-03-01","2008-02-28","N","0.000","N","N","$100,000.00","ON MINISTRY ECONOMIC DEVELOPMENT & TRADE","PREMIER'S RESEARCH EXCELLENCE AWARDS PROGRAM","2002 - CONVERSION","FR0P Conversion"
"Ma,Bin","Ma,Bin","PI",231100,"Computer Science","0000017705","","NEW SCORING MATRICES FOR PROTEIN HOMOLOGY SEARCHES","2009-09-11","2003-02-28","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$28,350.00","FUNDS TRANSFER ACCOUNTS","SHARCNET POSTDOCTORAL FELLOWSHIP","2003 - CONVERSION","FR0P Conversion"
"Ma,Bin","Ma,Bin","PI",231100,"Computer Science","0000018784","X3159A12","CRC IN BIOINFORMATICS - MA, B","2009-09-11","2003-09-15","NEW","Accepted","Closed","2004-03-01","2009-02-28","N","0.000","N","N","$100,000.00","CANADA RESEARCH CHAIRS","TIER II NSERC CHAIR","2003 - CONVERSION","FR0P Conversion"
"Ma,Bin","Ma,Bin","PI",231100,"Computer Science","0000021821","W3303A01","INFRASTRUCTURE FOR THE STUDY OF PATTERNS IN LARGE BIOLOG","2009-09-11","2001-03-08","NEW","Accepted","Closed","2002-10-01","2003-03-31","N","0.000","N","N","$148,897.00","CANADA FOUNDATION INNOVATION","NEW OPPORTUNITIES","2001 - CONVERSION","FR0P Conversion"
"Ma,Bin","Ma,Bin","PI",231100,"Computer Science","0000021822","W3303A02","INFRASTRUCTURE FOR THE STUDY OF PATTERNS IN LARGE BIOLOG","2009-09-11","2001-03-08","NEW","Accepted","Closed","2002-03-01","2003-09-30","N","0.000","N","N","$148,897.00","ONT INNOVATION TRUST","CFI NEW OPPORTUNITIES MATCHING","2001 - CONVERSION","FR0P Conversion"
"Ma,Bin","Ma,Shengwu","CPI",231200,"Department of Biology","0000017704","R3145A03","NEW ALGORITHIMS AND SOFTWARE FOR TRANSLATED DNA SIMILARI","2009-09-11","2002-10-11","NEW","Accepted","Closed","2003-03-01","2008-02-28","N","0.000","N","N","$100,000.00","ON MINISTRY ECONOMIC DEVELOPMENT & TRADE","PREMIER'S RESEARCH EXCELLENCE AWARDS PROGRAM","2002 - CONVERSION","FR0P Conversion"
"Ma,Shengwu","Huner,Norman P A","CPI",231200,"Department of Biology","0000017498","R3042A02","USE OF EUKARYOTIC ALGAE TO DELIVER INEXPENSIVE HUMAN PRO","2009-09-11","2006-04-18","NEW","Accepted","Closed","2006-10-01","2011-01-31","N","0.000","N","N","$306,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2006 - CONVERSION","FR0P Conversion"
"Ma,Shengwu","Ma,Shengwu","PI",231200,"Department of Biology","0000017491","","USE OF PLANT-DERIVED CYTOKINES AND CHOLERA TOXIN B SUBUN","2009-09-11","1999-11-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$180,450.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1999 - CONVERSION","FR0P Conversion"
"Ma,Shengwu","Ma,Shengwu","PI",231200,"Department of Biology","0000017492","R3042A01","TRANSGENIC PLANT PRODUCTION OF HUMAN PROTEIN AND HUMAN P","2009-09-11","2000-11-01","NEW","Accepted","Closed","2001-03-01","2005-03-31","N","0.000","N","N","$180,450.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2000 - CONVERSION","FR0P Conversion"
"Ma,Shengwu","Ma,Shengwu","PI",231200,"Department of Biology","0000017493","R3042A01001","EXPRESSION OF HUMAN AUTOANTIGEN IN TRANSGENIC PLANTS TO","2009-09-11","2004-11-01","RNW","Accepted","Closed","2005-04-01","2007-03-31","N","0.000","N","N","$311,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2004 - CONVERSION","FR0P Conversion"
"Ma,Shengwu","Ma,Shengwu","PI",231200,"Department of Biology","0000017494","","EXPLOITATION OF CHLOROPLASTS IN GREEN ALGAE FOR THE PROD","2009-09-11","2005-11-01","RNW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$439,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2005 - CONVERSION","FR0P Conversion"
"Ma,Shengwu","Ma,Shengwu","PI",231200,"Department of Biology","0000017495","","PRODUCTION OF SUPER ISLET CELL AUTOANTIGEN IN PLANTS FOR","2009-09-11","2002-04-15","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$211,150.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2002 - CONVERSION","FR0P Conversion"
"Ma,Shengwu","Ma,Shengwu","PI",231200,"Department of Biology","0000017496","","PRODUCTION OF TRANSGENIC PLANTS EXPRESSING HUMAN CYTOKIN","2009-09-11","2003-04-15","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$246,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2003 - CONVERSION","FR0P Conversion"
"Ma,Shengwu","Ma,Shengwu","PI",231200,"Department of Biology","0000017497","","PRODUCTION OF TRANSGENIC PLANTS EXPRESSING TWO GLUTAMIC","2009-09-11","2003-12-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$139,840.00","CANADIAN DIABETES ASSOCIATION","RESEARCH PROPOSALS","2003 - CONVERSION","FR0P Conversion"
"Ma,Shengwu","Ma,Shengwu","PI",231200,"Department of Biology","0000017498","R3042A02","USE OF EUKARYOTIC ALGAE TO DELIVER INEXPENSIVE HUMAN PRO","2009-09-11","2006-04-18","NEW","Accepted","Closed","2006-10-01","2011-01-31","N","0.000","N","N","$306,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2006 - CONVERSION","FR0P Conversion"
"Ma,Shengwu","Ma,Shengwu","PI",231200,"Department of Biology","0000017500","","DEVELOPMENT OF NOVEL, ORAL, PLANT-BASED ANTI-DIABETIC BI","2009-09-11","2008-11-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$472,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2008 - CONVERSION","FR0P Conversion"
"Ma,Shengwu","Ma,Shengwu","PI",231200,"Department of Biology","0000025412","","Production of a New Class of GLP-1-Based Antidiabetic Ag","2010-04-06","2010-04-15","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$388,759.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2010 SPRING COMPETITION","Molecular Farming"
"Ma,Shengwu","Maxwell,Denis P","CPI",231200,"Department of Biology","0000017498","R3042A02","USE OF EUKARYOTIC ALGAE TO DELIVER INEXPENSIVE HUMAN PRO","2009-09-11","2006-04-18","NEW","Accepted","Closed","2006-10-01","2011-01-31","N","0.000","N","N","$306,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2006 - CONVERSION","FR0P Conversion"
"MacDougall Shackleton,Elizabeth","MacDougall Shackleton,Elizabeth","PI",231200,"Department of Biology","0000018159","R3581A02","GEOGRAPHIC SONG VARIATION, MATING SYSTEMS AND POPULATION","2009-09-11","2003-11-01","NEW","Accepted","Closed","2004-04-01","2007-03-31","N","0.000","N","N","$147,285.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2003 - CONVERSION","FR0P Conversion"
"MacDougall Shackleton,Elizabeth","MacDougall Shackleton,Elizabeth","PI",231200,"Department of Biology","0000018160","R3581A02001","MATING SIGNALS, GENE FLOW AND DISEASE RESISTANCE IN SONG","2009-09-11","2006-11-01","RNW","Accepted","Accepted","2007-04-01","2012-03-31","N","0.000","N","N","$200,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2006 - CONVERSION","FR0P Conversion"
"MacDougall Shackleton,Elizabeth","MacDougall Shackleton,Elizabeth","PI",231200,"Department of Biology","0000018161","R3581A01","START UP FUNDS","2009-09-11","2004-01-01","NEW","Accepted","Closed","2004-07-01","2010-06-30","N","0.000","N","N","$70,000.00","UWO INTERNAL SCIENCE","INTERNAL FUNDING","2004 - CONVERSION","FR0P Conversion"
"MacDougall Shackleton,Elizabeth","MacDougall Shackleton,Elizabeth","PI",231200,"Department of Biology","0000018162","R3581A03","RESEARCH VEHICLE FOR FIELD ORNITHOLOGY","2009-09-11","2004-10-25","NEW","Accepted","Closed","2005-03-01","2007-03-31","N","0.000","N","N","$26,297.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2004 - CONVERSION","FR0P Conversion"
"MacDougall Shackleton,Elizabeth","MacDougall Shackleton,Elizabeth","PI",231200,"Department of Biology","0000018163","R3581A04","DEVELOPING A SIMPLE DIAGNOSTIC TEST TO DETERMINE SONGBIR","2009-09-11","2005-03-15","NEW","Accepted","Closed","2005-07-01","2007-06-30","N","0.000","N","N","$4,000.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - SMALL GRANTS PROGRAM","2005 - CONVERSION","FR0P Conversion"
"MacDougall Shackleton,Elizabeth","MacDougall Shackleton,Elizabeth","PI",231200,"Department of Biology","0000018164","","QUEEN`S UNIVERSITY BIOLOGICAL STATION","2009-09-11","2005-07-29","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$1.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","MAJOR FACILITIES ACCESS GRANT","2005 - CONVERSION","FR0P Conversion"
"MacDougall Shackleton,Elizabeth","MacDougall Shackleton,Elizabeth","PI",231200,"Department of Biology","0000018165","","SEXUAL SELECTION, POPULATION CONNECTIVITY AND DISEASE RE","2009-09-11","2006-03-03","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$100,000.00","ONTARIO MINISTRY RESEARCH & INNOVATION","EARLY RESEARCHER AWARD","2006 - CONVERSION","FR0P Conversion"
