Name,Degrees,Department,Department2,Rank,AdministrativePosition,Faculty
"Gob,Alan ",BS Univ of Toronto; MD Western ,Department of Medicine ,,Adjunct/MD ,,Schulich
"Goda,Katsuichiro ",BS Kyoto U Japan; Ph.D. Western ,Earth Sciences ,,Adjunct Research Professor ,,Science
"Goddard,Michele D. ",MB ChB Otago; FRCPCan ,Department of Medicine ,,Professor Emeritus ,,Schulich
"Godwin,Marshall ",BS Memorial Univ of NL; MD Memorial Univ ,Family Medicine - General ,,Adjunct/MD ,,Schulich
"Goehring,Edmund J ",BMus Oberlin; MMus Florida; Ph.D. Columbia; ,Music - Office of the Dean ,,Associate Professor ,,Music
"Goel,Raj Kumar ","BSc U of Winnipeg, MD U of Manitoba ",Surgery/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Goela,Aashish ",FRCP at MASSACHUSETT ; MD at OTTAWA ; BSc MSc at Western ,Department of Medical Imaging ,,Assistant Professor/MD ,,Schulich
"Goffin,Richard D ",BA Brock; MA Guelph; Ph.D. ; ,Psychology ,,Professor ,,Social Science
"Gofton,Teneille ",BS Queen's Univ; MD Dalhousie Univ ,Clinical Neurological Science ,,Assistant Professor/MD ,,Schulich
"Golbon,Navid ",BSPT Western ,Electrical & Computer ,,Lecturer ,,Engineering
"Gold,Deborah ",Ph.D. at SYRACUSE ; BA at TORONTO ; MA at WATERLOO ,Ophthalmology ,,Adjunct Research Professor ,,Schulich
"Gold,Erica Robin ","BA Quebec, Ph.D. Alberta ",Psychology ,,Adjunct Clinical Professor ,,Social Science
"Goldbach,Martin ",FRCSCan MD at Western ,Surgery ,,Associate Professor/MD ,,Schulich
"Goldberg,Benjamin ",BSc New Brunswick; MDCM Dalhousie; FRCPCan ,Psychiatry ,,Clinical Professor Emeritus ,,Schulich
"Goldberg,Esther Rachel ","BA, York Univ; MA, Western; Ph.D., Western ",Psychology ,,Assistant Professor ,,Social Science
"Goldberg,Harvey A ",Ph.D. at ALBERTA ; MPhil at LONDON ; BSc at MCGILL ,Dentistry/Biochemistry ,,Professor ,Program Director ,Schulich
"Goldberg,Jessie ",BSN McGill ,Nursing ,,Lecturer ,,Health Sciences
"Goldenberg,Dolly ","BScN, MScN ; Ph.D. Wayne State; ",Nursing ,,Professor ,,Health Sciences
"Goldfarb,Lori Jill ",BSc Western; DDS ,Dental Clinics ,,Adjunct Clinical Professor ,,Schulich
"Goldhawk,Donna Elizabeth ",BA/Ph.D. Ontario ,Medical Biophysics ,,Assistant Professor ,,Schulich
"Goldman,Daniel ",Ph.D. at BROWN ; BSc at CORNELL ,Medical Biophysics ,,Associate Professor ,,Schulich
"Goldman,David ",FRCPsych BA MD at WISCONSIN ,Psychiatry ,,Assistant Professor/MD ,,Schulich
"Goldman,Samuel P ","BSc Israel Institute of Technology; MSc, Ph.D. Windsor; ",Physics and Astronomy ,,Professor Emeritus ,,Science
"Goldschlager,Alain ",LE_SL Agre_g Brussels; Ph.D. Toronto; ,French Studies ,,Professor ,,Arts & Humanities
"Goldstein,Diane Marilyn ","BSc, MSc ",Computer Science ,,Lecturer ,,Science
"Goldszmidt,Mark ",FRCPCan MDCM at MCGILL ,Department of Medicine ,,Associate Professor/MD ,,Schulich
"Goltsman,Maria ",BSc Moscow State; MA New Economic School; ,Economics ,,Associate Professor ,,Social Science
"Gomaa,Hassan ","BSc., MSc., Univ of Alexandria, EGY; Ph.D. Univ of NB ",Chemical &Biochem Engineering/Particle Technology Rscrch Ctr ,,Adjunct Research Professor ,,Engineering
"Gomes,David Reinaldo Da Silva ","BA, MD Western ",Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Gomez Lemus,Jose A ",MD at COLOMBIA ,Pathology ,,Associate Professor/MD ,,Schulich
"Goncharova,Lyudmila ","MSc Moscow Lomonos Russian Federation, Ph.D. Rutgers USA ",Chemistry/Physics and Astronomy ,,Assistant Professor ,,Science
"Gonder,John Russell ",FRCSCan BA MD at Western ,Ophthalmology ,,Associate Professor/MD ,,Schulich
"Gonser,Gerald I ","BS, MA Michigan; ",Health Sciences- Dean's Office ,,Professor Emeritus ,,Health Sciences
"Gonser,Randal James ",MD Western ,Surgery/Schulich - Education office ,,Adjunct/MD ,,Schulich
"Goobie,Sharan ",MD at DALHOUSIE ; FRCPCan at TORONTO ,Paediatrics ,,Assistant Professor/MD ,,Schulich
"Good,James M ","BA, MA Western; Ph.D. Col. NY; ",English ,,Professor Emeritus ,,Arts & Humanities
"Goodale,Mel A ",BA at ALBERTA ; MA at CALGARY ; Ph.D. at Western ,Psychology ,Robarts Research Institute/Ophthalmology/Physiology and P ,Professor ,,Social Science
"Goode,Miranda ",B Mgt.& B Sc. U of Lethbridge; Ph.D. U of BC ,Business - Associate Dean ,,Assistant Professor ,,Ivey
"Goodine,Gerald ","BSc U of New Brunswick; MA, MEd Acadia Nova Scotia ",Education - Graduate Education ,,Lecturer ,,Education
"Goodson,Ivor ","BA, Ph.D. UK ",Education - Office of the Dean ,,Professor Emeritus ,,Education
"Goodwin,Jodi Lynn ","BSc., Univ of Toronto; MD, Western ",Department of Medicine ,,Adjunct/MD ,,Schulich
"Gordon,Bruce ","MDCM, MSc, Ph.D. Queen's ",Biochemistry ,,Professor Emeritus ,,Schulich
"Gordon,Catherine Elizabeth ","Ph.D., Peng ",Sociology ,,Lecturer ,,Social Science
"Gordon,Clare Shouchao ","BA, China; MA, Western; Ph.D., Western ",Geography ,,Assistant Professor ,,Social Science
"Gordon,Jo Penny ","BA Univ of Toronto, B Ed Western ",Education - Continuing Educ ,,Lecturer ,,Education
"Gordon,Neil ",Bachelors Canada; Professional McGill Univ ,Anesthesia-Perioperative Med ,,Adjunct/MD ,,Schulich
"Gorodzinsky,Fabian Pablo ",FRCPCan MD at MEXICO ,Paediatrics ,,Associate Professor/MD ,,Schulich
"Gorsky,Morley ","BA, LLB Manitoba; LLM New York; OF THE BAR OF MANITOBA, OF THE LAW SOCIETY OF UPPER CANADA ; ",Law - Office of the Dean ,,Professor Emeritus ,,Law
"Gosse,Julie ",Bachelors Western ,Business - Associate Dean ,,Lecturer ,,Ivey
"Goumarre,Pierre ","CAPES, DES, DU, LICENCE Paris; ",French Studies ,,Professor Emeritus ,,Arts & Humanities
"Gowen,Elizabeth A ","BMUS, MMU univ of Toronto ",Music - Performance Studies ,,Lecturer ,,Music
"Grabb,Edward G ","BA, Ph.D. Waterloo; MA McGill; ",Sociology ,,Adjunct Research Professor/Professor Emeritus ,,Social Science
"Grace,Archie N ",CCFP FCFPC BSc MD at Western ,Family Medicine - General ,,Assistant Professor/MD ,,Schulich
"Grace,Charles Francis ",BA UWO ,Business - Associate Dean ,,Lecturer ,,Ivey
"Grace,D Michael ",MD; FRCPCan ,Surgery ,,Professor Emeritus ,,Schulich
"Grace,Gloria ",MA Ph.D. at VICTORIA ; BA at WINNIPEG ,Psychology ,Clinical Neurological Science ,Adjunct Clinical Professor ,,Social Science
"Graham,Allison ",BMus Western ,Music - Education ,,Lecturer ,,Music
"Graham,David Morgan ","BC, MD Western ",Family Medicine - General/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Graham,Duncan ",MD at MCMASTER ,Surgery/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Graham,Elizabeth ",BA U of Rhode Island USA; Ph.D. Cambridge Univ BGR ,Anthropology ,,Adjunct Research Professor ,,Social Science
"Graham,Kathryn Marie ",Bachelors BC; Ph.D. ON ,Psychology ,,Adjunct Research Professor ,,Social Science
"Graham,Randal N M ","DJUR, LLB Osgoode; OF THE LAW SOCIETY OF UPPER CANADA ; ",Law - Office of the Dean ,,Associate Professor ,,Law
"Graham,Richard Daniel ","BA, DIP.ED., MEd ; ",Education - Preservice Office ,,Lecturer ,,Education
"Graham,Susan Cheryl ",Bachelors New Brunswick; Masters Ontario ,Education - Preservice Office ,,Lecturer ,,Education
"Grahn,Jessica ",BA Northwestern Univ; Ph.D. U of Cambridge GBR ,Psychology ,,Assistant Professor ,,Social Science
"Granadillo,Tania ","BA Univ de Venezuela, Ph.D. U of Arizona ",Anthropology ,,Assistant Professor ,,Social Science
"Grannemann,Len ",BSc Southwest Missouri St Univ USA; MSW u of Windsor ,Psychiatry - Ext Camp Program ,,Lecturer ,,Schulich
"Grant,Christopher W ",BSc McMaster; Ph.D. British Columbia; MD ,Biochemistry ,,Professor Emeritus ,,Schulich
"Granton,Jeffrey Thomas ",BSc MD FRCP at Western ,Anesthesia-Perioperative Med/Schulich - Education Office/Fa ,,Associate Professor/MD ,,Schulich
"Grasby,Elizabeth Mary Ann ",HBA Western; ,Business - Associate Dean ,,Lecturer ,,Ivey
"Gratton,Donald R ",DDS Toronto; MS Michigan ,Dentistry ,,Professor Emeritus ,,Schulich
"Gratton,Robert Jeffery ",FRCSCan MD at Western ,Obstetrics & Gynaecology/Schulich - Education Office ,,Associate Professor/MD ,,Schulich
"Graves,Brian ",BA McGill Univ; LLB Univ of Toronto ,Law - Office of the Dean ,,Professor ,,Law
"Graves,Judy Marie ",BA Western; MSW Wilfrid Laurier Univ ,Family Medicine - General ,,Lecturer ,,Schulich
"Graves,Megan ",Bachelors New Brunswick; Masters Ontario ,Nursing ,,Lecturer ,,Health Sciences
"Gray,Daryl Kenneth ",BS MD FRCSCan at Western ,Surgery ,,Associate Professor/MD ,,Schulich
"Gray,David F ","BSc Wisconsin; MSc, Ph.D. Michigan; ",Physics and Astronomy ,,Adjunct Research Professor/Professor Emeritus ,,Science
"Gray,John E. ",BA MB at CANTERBURY ; Ph.D. at LONDON ,Psychiatry ,,Adjunct Assistant Professor ,,Schulich
"Gray,Patricia Marlene ",BA Ontario ,Biology ,,Lecturer ,,Science
"Gray,William A ",DDS Dalhousie; FICD ; ,Dentistry ,,Professor Emeritus ,,Schulich
"Grbic,Miodrag ","BS, MS NoviSad (Yugoslavia); Ph.D. Wisconsin; ",Biology ,,Associate Professor ,,Science
"Grbic,Vojislava ",MSc NoviSad (Yugoslavia); Ph.D. Wisconsin; ,Biology ,,Associate Professor ,,Science
"Greason,William Duncan ",BESc; MESc; Ph.D.; P. Eng. ,Electrical & Computer ,,Adjunct Research Professor/Professor Emeritus ,,Engineering
"Greaves,Suzanne M ","BA Toronto; MA, Ph.D. Waterloo; ",Geography ,,Assistant Professor ,,Social Science
"Grebenyuk,Julia ",BS Western; MD Univ of TorontoOronto ,Department of Medical Imaging ,,Adjunct/MD ,,Schulich
"Green-Barteet,Miranda ",BA/MA Connecticut ,Arts - Writing/Womens' Studies ,,Assistant Professor ,,Arts & Humanities
"Green,Milford B ","BA, MA, Ph.D. Ohio State; ",Geography ,,Professor ,,Social Science
"Green,Patricia Dawn ","BMUS, Western; ARTIST DIP, Johns Hopkins ",Music - Office of the Dean ,,Associate Professor ,,Music
"Green,Paul ","ARCT ; BMUS Toronto; MMUS, Ph.D. Rochester; ",Music - Office of the Dean ,,Professor Emeritus ,,Music
"Green,Richard F ","BA, MA Oxford; Ph.D. Toronto; ",English ,,Professor Emeritus ,,Arts & Humanities
"Green,Roger H ",BS William & Mary; Ph.D. Cornell; ,Biology ,,Professor Emeritus ,,Science
"Green,Terence ",BA Univ of Toronto; MART Ireland ,Arts - Writing ,,Lecturer ,,Arts & Humanities
"Greene,Elizabeth M ",BA Boston; MART Univ of Regina ,Classical Studies/Womens' Studies ,,Assistant Professor ,Department Chair ,Arts & Humanities
"Gregor,James Christopher ",FRCPCan MSc at TORONTO ; MD at Western ,Department of Medicine ,,Professor/MD ,,Schulich
"Gregory,Karen Pauline ",BA Trent Univ; MED Western ,Education - Preservice Office ,,Grad Student Teaching Assignmt ,,Education
"Gregson,Jacquelyn Paige ",BA Univ of Torontooronto; MART Ireland ,Kinesiology-Office of Director ,,Lecturer ,,Health Sciences
"Grenier,Glenn ","BA, LLB Univ of Toronto ",Bachelor of Mgmt & Org Studies ,,Lecturer ,,Social Science
"Grewal,Ruby ",FRCPCan BSc MD at UBC ; MSc at Western ,Surgery ,,Assistant Professor/MD ,,Schulich
"Gribble,Paul ",BSc Ph.D. ,Psychology ,Physiology and Pharmacology ,Professor ,,Social Science
"Grier,James N ","BA, MA, MUSBAC, Ph.D. Toronto; ",Music - Office of the Dean ,,Professor ,,Music
"Grieve,H.Diane ",BA LLB Univ of Torontooronto ,Education - Continuing Educ ,,Lecturer ,,Education
"Grieve,Richard ","BSc, DS Aberdeen UK ",Earth Sciences ,,Adjunct Research Professor ,,Science
"Griffiths,Keith ","BSc, Ph.D. Liverpool; ",Chemistry ,,Assistant Professor ,,Science
"Grimmer,Joanne ",FRCPCan BSc at MCMASTER ; MD at Queen's ,Paediatrics ,,Assistant Professor/MD ,,Schulich
"Grindlay,Andrew ","BA Saskatchewa, Professional USA ",Business - Associate Dean ,,Professor Emeritus ,,Ivey
"Grindstaff,Carl F. ","BA Wayne State; MA, Ph.D. Massachusetts; ",Sociology ,,Professor Emeritus ,,Social Science
"Grinlinton,David ",BA Massey Univ NZL; LLM U of Western Australia AUS ,Law - Office of the Dean ,,Professor ,,Law
"Grochowski,James Joseph ",MD at Western ; HBSc at WINDSOR ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Groden,Michael ","BA Dartmouth College; MA, Ph.D. Princeton; ",English ,,Professor ,,Arts & Humanities
"Grodzinski,Bernard ",BS Univ of Torontooronto; Ph.D. York Univ ,Biology ,,Adjunct Research Professor ,,Science
"Groom,Alan ",BA/Ph.D. UK ,Medical Biophysics ,,Professor Emeritus ,,Schulich
"Gros,Michelle Louise ",MD at TORONTO ; BSc MSc FRCPCan at Western ,Anesthesia-Perioperative Med ,,Royal College Examiner ,,Schulich
"Gros,Robert ",BS Ph.D. at Western ,Physiology and Pharmacology/Robarts - Vascular Biology ,,Assistant Professor ,,Schulich
"Gross,Michael William ",BSc M.CL.D at Western ,Graduate Orthodontics ,,Adjunct Clinical Professor ,,Schulich
"Groves,Matthew ","BA, Ph.D. Monash Univ AUS ",Law - Office of the Dean ,,Professor ,,Law
"Grushka,Daniel Henry ","BSc McGill, MD Western ",Family Medicine - General ,,Assistant Professor/MD ,,Schulich
"Grzyb,Amanda Florence ",BA ONT; MA USA; MARTS Western; Ph.D. Duke ,Info & Media Studies - General ,Womens' Studies ,Assistant Professor ,,Information & Media Studies
"Guaiana,Giuseppe ",MD U of Milan ITALY ,Psychiatry ,,Associate Professor/MD ,,Schulich
"Gucciardo,Dorotea ",BA Ontario ,History ,,Lecturer ,,Social Science
"Guemple,D Lee ",,Anthropology ,,Professor Emeritus ,,Social Science
"Guenther,Lyn Carol Chamberlain ",FRCPCan MD at Western ,Department of Medicine ,,Professor/MD ,,Schulich
"Guerra,Enrique ",MD National ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Guglielmo,Christopher G. ",BA New York; MSc Wisconsin - Madison; Ph.D. Simon Fraser; ,Biology ,,Associate Professor ,,Science
"Guimond,Eric ",MA U of Montreal ,Sociology ,,Adjunct Research Professor ,,Social Science
"Guinsburg,Thomas N ","AB, MA, Ph.D. Columbia; ",History ,,Professor Emeritus ,,Social Science
"Guiraudon,Gerard M. ",MD Paris; FRCSCan ,Surgery ,,Professor Emeritus ,,Schulich
"Gula,Lorne J ",FRCPCan MS at HARVARD ; BA SCIENCE at MCMASTER ; MD at OTTAWA ,Epidemiology and Biostatistics/Department of Medicine ,,Associate Professor/MD ,,Schulich
"Gula,Marjorie ",DDS Univ of Toronto ,Dentistry ,,Adjunct Clinical Professor ,,Schulich
"Gulka,Irene B ",FRCP MD at SASKATCHEWAN ,Department of Medical Imaging ,,Adjunct/MD ,,Schulich
"Gunaratnam,Lakshman ",BSc Univ of Toronto; MD U of Ottawa ,Department of Medicine/Surgery ,,Assistant Professor/MD ,,Schulich
"Gundert,Beate ","B.A. CHRISTIAN-ALBRECHT UNIVERSITY OFKIEL Germany; Ph.D., DEU ",Classical Studies ,History of Medicine ,Assistant Professor ,,Arts & Humanities
"Guo,Linrui Ray ",MDCM ,Surgery ,,Associate Professor/MD ,,Schulich
"Guo,Qiuquan ",Ph.D. Western ,Mechanical & Materials ,,Lecturer ,,Engineering
"Gupta,Madhulika A ",CCFP FRCPCan MD at TORONTO ,Psychiatry/Biochemistry/Paediatrics ,,Professor/MD ,,Schulich
"Gupta,Rasna ",MBBS Gov't Med College IND ,Oncology ,,Adjunct/MD ,,Schulich
"Guptill,Christine Anna ",Bachelors Canada; Masters Michigan ,School of Health Studies ,,Assistant Professor ,,Health Studies
"Gurka,Roi ",BA/PhD Technion Israel ,Mechanical & Materials ,,Adjunct Research Professor ,,Engineering
"Gurr,Kevin Robert ",FRCPCan BSc MD at Western ,Surgery ,,Associate Professor/MD ,,Schulich
"Guthrie,Peter ",BSc; Ph.D. Harvard; FRSC; ,Chemistry ,,Adjunct Research Professor ,,Science
"Gutmanis,Iris Austra ",BSc at TORONTO ; MSc BSc Ph.D. at Western ,Epidemiology and Biostatistics/Department of Medicine ,,Assistant Professor ,,Schulich
"Guy,K James ","BS, MD U of Ottawa ",Surgery/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Guzyk,Therese Margaret M ",BSN Western ,Nursing ,,Lecturer ,,Health Sciences
"Gverzdys,Sharunas Antanas ",FRCPCan BSc MD at Western ,Anesthesia-Perioperative Med ,,Associate Professor/MD ,,Schulich
"Gwadry-Sridhar,Femida Hussein ","Masters, Bachelors Ontario ",Physiology and Pharmacology ,Computer Science ,Adjunct Assistant Professor ,,Schulich
"Gyetvai,Kristen M ",MD MD at TORONTO ; BSc BSc at WINDSOR ,Surgery/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Haase,Peter ",Ph.D. at LEEDS ; BSc at SHEFFIELD ,Anatomy & Cell Biology ,,Professor Emeritus ,,Schulich
"Habdank,Krzysztof ",BS UBC; MD Queen's U ,Department of Medical Imaging ,,Adjunct/MD ,,Schulich
"Hachinski,Vladimir ",FRCPCan MD at TORONTO ,Clinical Neurological Science/Epidemiology and Biostatistics ,,Professor/MD ,Research Director ,Schulich
"Hackam,Daniel Gidon ",Ph.D. at TORONTO ; BSc MD FRCP at Western ,Department of Medicine/Epidemiology and Biostatistics ,,Associate Professor/MD ,,Schulich
"Haddad,Elizabeth ",BS at GUELPH ; MD at OTTAWA ,Surgery/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Haddad,Michel ",BS Western; MD U of Ottawa ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Haddad,Richard Gordon ",FRCPCan BSc at TORONTO ; MD at Western ,Diagnost Radiol & Nuclear Med ,,Associate Professor/MD ,,Schulich
"Haddara,Wael M R ",FRCPCan FRCPCan FRCPCan BSc at MEMORIAL ; MD at Queen's ,Department of Medicine ,,Associate Professor/MD ,,Schulich
"Hae,Ronald ","BA, BED Western ",Business - Associate Dean ,,Lecturer ,,Ivey
"Haehling van Lanzenauer,Christoph ",BA Western ,Business - Associate Dean ,,Professor Emeritus ,,Ivey
"Haensel,Heidi ","BSc Trent Univ, MD Memorial Univ NF ",Psychiatry ,,Assistant Professor/MD ,,Schulich
"Haeryfar,Mansour ",Ph.D. at DALHOUSIE ; MSc at MANITOBA ,Microbiology & Immunology/Schulich - Education Office ,,Associate Professor ,,Schulich
"Haffie,Tom ",BSc Guelph; MSc Saskatchewan; The University of Western Ontario Excellence in Teaching Award (1990); 3M Teaching Fellowship (1995) ,Biology ,,Lecturer ,,Science
"Haffner,Thomas ","BS Univ of Waterloo, MD Western ",Department of Medicine ,,Adjunct/MD ,,Schulich
"Haggarty,John Michael ",MD at MCMASTER ; BSc at Western ,Psychiatry - Ext Camp Program ,,Adjunct/MD ,,Schulich
"Haggerty,Nicole Rexina Dias ","ABD, HBA, Ph.D. Western; ",Business - Associate Dean ,,Associate Professor ,,Ivey
"Haggerty,Sharon M ","BA Saskatchewan; BEd, MEd Regina; EDD British Columbia; MSc Minnesota; ",Education - Office of the Dean ,,Professor Emerita ,,Education
"Hahn,Angelika Freya Gabriele ",FRCPCan MD at MUNICH ,Clinical Neurological Science ,,Professor Emeritus ,,Schulich
"Hahn,Erich Juergen Cecil ","BA British Columbia; MA, Ph.D. Yale; ",History ,,Professor Emeritus ,,Social Science
"Hahn,Karin ",Professional Munich ,Oncology ,,Associate Professor/MD ,,Schulich
"Haig,Aaron Robert ",BS MD FRCPath at Western ,Pathology ,,Assistant Professor/MD ,Program Director ,Schulich
"Haig,Sara Lynn ",BS McMaster Univ; MD Western ,Department of Medicine ,,Adjunct/MD ,,Schulich
"Haigh,Thomas D ",Bachelors Canada; Masters Michigan ,Info & Media Studies - General ,,Assistant Professor ,,Information & Media Studies
"Hain,Timothy John Alexander ",BS Western ,Biology ,,Lecturer ,,Science
"Haines,Frank George ","BA, M Ed Western ",Education - Preservice Office ,,Lecturer ,,Education
"Haines,Karen Elizabeth ",BSN Western ,Nursing ,,Lecturer ,,Health Sciences
"Haines,Roland A ","BSc, MSc Dalhousie; Ph.D. Pittsburgh; OCUFA Teaching Award (1980); The Edward G. Pleva Award for Excellence in Teaching (1999); USC Award of Excellence in Teaching (2004); ",Chemistry ,,Professor Emeritus ,,Science
"Hair,Donald Sherman ","BA Western; MA, Ph.D. Toronto; ",English ,,Professor Emeritus ,,Arts & Humanities
"Hajdok,George ",BS York; Ph.D. Western ,Medical Biophysics/Oncology ,,Assistant Professor ,,Schulich
"Hakim,Mohamed Omar ",MBBS Aga Khan University PAK ,Pathology/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Halfpenny,Alana ","Certificate-Other Professional Western, BS (Nursing) Lakehead Univ ",Nursing ,,Adjunct Assistant Professor ,,Health Sciences
"Hall,Craig R ","BA, BPE McMaster; MPE Windsor; Ph.D. Alberta; ",Kinesiology - General ,,Professor ,,Health Sciences
"Hall,David Robert ","BMUS, BED Western ",Education - Preservice Office ,,Lecturer ,,Education
"Hall,Dr Patricia Anne ","BSc Western, MD U of Ottawa ",Psychiatry ,,Assistant Professor/MD ,,Schulich
"Hall,Roger D ",BA Victoria; MA Sussex; Ph.D. Cantab; ,History ,,Associate Professor ,,Social Science
"Hall,Susan Lynn ",BSc at TRENT ; BN at Western ,Family Medicine - General ,,Lecturer ,,Schulich
"Hallows,Jason C ",Certificate AOCAD; MFA U of Guelph ,Visual Arts ,,Lecturer ,,Arts & Humanities
"Halpern,Monda M ","BA, MA ; Ph.D. Queen's; ",History ,Womens' Studies ,Associate Professor ,,Social Science
"Halpern,Sonia S ",BA/MA Ontario ,Visual Arts/Womens' Studies ,,Lecturer ,,Arts & Humanities
"Halpin,Diane Therese ",Certificate AOCAD; MFA U of Guelph ,Info & Media Studies - General ,,Lecturer ,,Information & Media Studies
